course_code,name,units,desc,prereq1,prereq2,prereq3,prereq4,prereq5,prereq6,prereq7,prereq8,prereq9,misc_prereq
CCE 1,Critical Approaches in Community Practice,4,"Introduces ethical partnership across complex social, historical, and political positions. The course addresses contested framings of community and participation through practical examples, theoretical conceptions, and empirical studies. Students will give close attention to shared circumstance and negotiation of power relations. Must be taken for a letter grade to count toward Eighth College general-education requirements. ",,,,,,,,,,Eighth College students only; completion of UC Entry Level Writing Requirement.
